# Scene: /home/lighthouse/ros2_ws/src/lighthouse/lighthouse_isaac_hospital_scene/isaac_hospital_scene_spot.usd
# Total prims listed: 1893
TYPE                           X         Y         Z        QX      QY      QZ      QW     R_deg   P_deg   Y_deg  PATH
Xform                     14.050     0.551     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M3_TrimStrateDoorInside_284
Xform                     14.050     0.750     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M3_TrimStrateInsideSide_288
Xform                     14.161     4.150     0.001     0.000   0.000   0.000   0.869      0.00    0.00    0.00  /World/hospital/Geo_M3_TrimStrateSide_290
Xform                     14.160     4.141     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M3_TrimStrateDoor2
Xform                     14.050    -2.747     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M3_TrimStrateInsideSide2
Xform                     11.270     0.551     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M3_TrimStrateInsideSide3
Xform                     11.270    -2.747     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M3_TrimStrateInside2
Xform                     11.270     0.750     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M3_TrimStrateInside3
Xform                     11.270     4.051     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M3_TrimStrateInsideSide4
Xform                     11.150     4.151     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M3_TrimStrateSide2_309
Xform                     11.149    -2.749     0.001     0.000   0.000   0.707  -0.684      0.00   -0.00  -90.00  /World/hospital/Geo_W_TrimStrateBase2_319
Xform                     14.050     4.048     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M3_TrimStrateDoorInside2
Xform                     17.160    -4.348     0.001     0.000   0.000   0.919  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase1_323
Xform                     20.206    -4.347     0.001     0.000   0.000   0.930  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase1_15
Xform                    -19.940    12.960     0.001     0.000   0.000   0.707  -0.530      0.00   -0.00  -90.00  /World/hospital/Geo_M3_TrimStrateInsideSide5
Xform                    -16.539    12.850     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_TrimStrateDoor3
Xform                    -19.940    15.739     0.001     0.000   0.000   0.530   0.707      0.00    0.00   59.74  /World/hospital/Geo_M3_TrimStrateInside4_332
Xform                    -16.639    15.739     0.001     0.000   0.000   0.530   0.707      0.00    0.00   59.74  /World/hospital/Geo_M3_TrimStrateInsideSide6
Xform                    -16.643    12.960     0.001     0.000   0.000   0.707  -0.530      0.00   -0.00  -90.00  /World/hospital/Geo_M3_TrimStrateDoorInside3
Xform                    -23.439    12.960     0.001     0.000   0.000   0.707  -0.530      0.00   -0.00  -90.00  /World/hospital/Geo_M3_TrimStrateInsideSide7
Xform                    -20.039    12.850     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_TrimStrateDoor4
Xform                    -23.439    15.739     0.001     0.000   0.000   0.530   0.707      0.00    0.00   59.74  /World/hospital/Geo_M3_TrimStrateInside5
Xform                    -20.139    15.739     0.001     0.000   0.000   0.530   0.707      0.00    0.00   59.74  /World/hospital/Geo_M3_TrimStrateInsideSide8
Xform                    -20.142    12.960     0.001     0.000   0.000   0.707  -0.530      0.00   -0.00  -90.00  /World/hospital/Geo_M3_TrimStrateDoorInside4
Xform                    -23.540    15.849     0.000     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M3_TrimStrateSide3_356
Xform                    -21.446    15.849     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_W_TrimStrateCorner4_362
Xform                    -34.365    10.539     0.000     0.000   0.000   0.942  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateCorner6
Xform                    -38.334    10.539     0.000     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase10_387
Xform                    -38.392    28.007     0.001     0.000   0.000   0.707  -0.743      0.00   -0.00  -90.00  /World/hospital/Geo_M_DoorFrame20
Xform                     20.909    -0.060     0.001     0.000   0.000   0.707  -0.726      0.00   -0.00  -90.00  /World/hospital/Geo_M_DoorFrame26
Xform                     11.160    10.251     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrate_440
Xform                     11.160    10.250     0.001     0.000   0.000   0.000   0.948      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateSide_448
Xform                     11.160    13.955     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrate2
Xform                     11.160    17.627     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_W_TrimStrateBase1_453
Xform                     26.770    10.104     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_TrimInsideSide21
Xform                     26.747     6.387     0.001     0.000   0.000   0.950  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateInside12
Xform                     20.861     3.012     0.001     0.000   0.000   0.000   0.953      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateInsideDoor12
Xform                     20.850     2.947     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimInsideSide24
Xform                     11.147    28.750     0.001     0.000  -0.000   0.000   0.757      0.00   -0.00    0.00  /World/hospital/Geo_M1_TrimStrateSide2
Xform                     10.690    28.751     0.001     0.000   0.000   0.960  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase1_515
Xform                     10.758    30.850     0.001     0.000   0.000   0.707   0.511      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateCorner5_518
Xform                     20.760    36.851     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateCorner9
Xform                     18.760    36.851     0.001     0.000   0.000   0.000   0.975      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateBase2_530
Xform                     20.760    32.851     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_W_TrimStrateBase17_533
Xform                     20.760    32.019     0.001     0.000   0.000   0.707  -0.653      0.00   -0.00  -90.00  /World/hospital/Geo_W_TrimStrateBase2_536
Xform                     20.760    28.722     0.001     0.000   0.000   0.707  -0.434      0.00   -0.00  -90.00  /World/hospital/Geo_W_TrimStrateBase2_22
Xform                     10.758    32.020     0.001     0.000   0.000   0.707   0.574      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase2_540
Xform                    -29.956    21.445     2.996     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_StairsPlaneHalf4
Xform                    -29.956    19.150     2.996     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M_StairsPlaneHalf5
Xform                    -29.956    16.820     2.996     0.000   0.723  -0.000   0.000   -180.00    0.00  180.00  /World/hospital/Geo_M_StairsPlaneHalf6
Xform                    -29.743    14.450     2.996     0.000   0.000   0.707  -0.088      0.00   -0.00  -90.00  /World/hospital/Geo_M_StairsPlaneHalf7
Xform                    -25.671    13.494     5.973     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum10_548
Xform                    -25.671    21.603     5.973     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum11_554
Xform                    -48.041     7.098     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimInsideSide25
Xform                    -48.017     7.098     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateInside13
Xform                    -42.122    10.497     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateInsideDoor13
Xform                    -42.122    10.501     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimInsideSide26
Xform                    -42.048    10.651     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateDoor13
Xform                    -48.041    10.796     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimInsideSide27
Xform                    -48.023    10.796     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateInside14
Xform                    -42.139    14.196     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateInsideDoor14
Xform                    -42.122    14.200     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimInsideSide28
Xform                    -42.032    14.350     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateDoor14
Xform                    -48.041    14.512     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimInsideSide29
Xform                    -48.023    14.512     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateInside15
Xform                    -42.141    17.912     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateInsideDoor15
Xform                    -42.122    17.900     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimInsideSide30
Xform                    -42.032    18.057     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateDoor15
Xform                    -48.041    21.896     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimInsideSide31
Xform                    -48.023    21.896     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateInside16
Xform                    -42.130    25.296     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateInsideDoor16
Xform                    -42.122    25.300     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimInsideSide32
Xform                    -42.032    25.450     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateDoor16
Xform                    -48.041    25.596     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimInsideSide33
Xform                    -48.030    25.596     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateInside17
Xform                    -42.130    28.996     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateInsideDoor17
Xform                    -42.122    29.000     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimInsideSide34
Xform                    -42.032    29.150     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateDoor17
Xform                    -48.041    29.296     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimInsideSide35
Xform                    -48.025    29.296     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateInside18
Xform                    -42.135    32.696     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateInsideDoor18
Xform                    -42.122    32.700     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimInsideSide36
Xform                    -42.032    32.850     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateDoor18
Xform                    -42.032    18.057     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_TrimStrateSide3
Xform                    -32.530    17.895     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimInsideSide37
Xform                    -32.542    17.895     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateInside19
Xform                    -38.450    14.495     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateInsideDoor19
Xform                    -38.450    14.492     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimInsideSide38
Xform                    -38.536    14.350     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateDoor19
Xform                    -32.530    21.595     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimInsideSide39
Xform                    -32.542    21.595     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateInside20
Xform                    -38.450    18.195     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateInsideDoor20
Xform                    -38.450    18.192     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimInsideSide40
Xform                    -38.540    18.050     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateDoor20
Xform                    -32.530    25.295     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimInsideSide41
Xform                    -32.542    25.295     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M1_TrimStrateInside21
Xform                    -38.429    21.895     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateInsideDoor21
Xform                    -38.450    21.914     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimInsideSide42
Xform                    -38.540    21.750     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M1_TrimStrateDoor21
